authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,Continent,Duration,
"Deblauwe, F., J. Becker","42.733333, 13.016667, 42.733333, 13.016667",2012-07-31T22:09:44Z,fdeblauwe,4,"Coordinates after GeoHack, verified in Google Earth 2013.",settlement-modern,"{""type"": ""Point"", ""coordinates"": [42.733333, 13.016667]}",google-earth,precise,representative,2100,-750,2017-07-24T12:20:53Z,/places/39304/google-earth,/places/39304,13.016667,"13.016667,42.733333",42.733333,,M,modern,"1700.0,2100.0",Imagery location of Aualites,7990d6e1c9eec7acc4104f1f4d575717,,,,AFRICA,750,prehistory
"Becker, J.","12.1250151, 44.1877011, 12.1250151, 44.1877011",2018-04-06T04:40:23Z,jbecker,1,Representative point of the modern administrative center based on a node derived from OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [12.1250151, 44.1877011]}",osm-location-of-modern-forlimpopoli,precise,associated_modern,2100,-750,2018-11-01T20:45:58Z,/places/393427/osm-location-of-modern-forlimpopoli,/places/393427,44.1877011,"44.1877011,12.1250151",12.1250151,,M,modern,"1700.0,2100.0",OSM location of modern Forlimpopoli,59caeecb74d64862932e7bf94803e2c8,,,,AFRICA,750,prehistory
"Becker, J.","26.3316784, 40.0135656, 26.3316784, 40.0135656",2018-02-22T02:48:30Z,jbecker,2,Point location representing the modern community of ErenkÃ¶y which is thought to be associated with the ancient site of Ophryneion. Geometry derived from an OpenStreetMap node.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [26.3316784, 40.0135656]}",osm-location-of-modern-erenkapy,precise,associated_modern,2100,-750,2018-06-08T00:35:09Z,/places/550787/osm-location-of-modern-erenkapy,/places/550787,40.0135656,"40.0135656,26.3316784",26.3316784,,M,modern,"1700.0,2100.0",OSM location of modern ErenkÃ¶y,583f7fc3a9b84e398f595abd12f6b312,,,,AFRICA,1390,prehistory
"Becker, J.","28.516575, 38.3507471, 28.516575, 38.3507471",2017-04-30T13:08:55Z,jbecker,1,"Point marking the location of modern AlaÅŸehir, Turkey, which is thought to be associated with the ancient site of Philadelpheia. Point geometry derived from an OpenStreetMap node.",settlement-modern,"{""type"": ""Point"", ""coordinates"": [28.516575, 38.3507471]}",osm-location-of-modern-alaaehir,precise,associated_modern,2100,-750,2019-02-05T21:33:32Z,/places/550822/osm-location-of-modern-alaaehir,/places/550822,38.3507471,"38.3507471,28.516575",28.516575,,M,modern,"1700.0,2100.0",OSM location of modern AlaÅŸehir,f0433d0b76e7456a977ec4743d5f5b99,,,,AFRICA,1050,prehistory
"Horne, R., J. Becker","27.144474, 38.4153421, 27.144474, 38.4153421",2018-11-16T15:44:10Z,rmhorne,3,"Point geometry representing the center of the modern city of Ä°zmir, Turkey, which is associated with the ancient site of Smyrna. Geometry derived from an OpenStreetMap node.",settlement-modern,"{""type"": ""Point"", ""coordinates"": [27.144474, 38.4153421]}",izmir,precise,representative,2100,-750,2020-12-20T15:28:53Z,/places/550893/izmir,/places/550893,38.4153421,"38.4153421,27.144474",27.144474,,M,modern,"1700.0,2100.0","OSM location of modern Ä°zmir, Turkey",26f7f9f73601362d7fedae2de5f60776,,,,AFRICA,1390,prehistory
"Elliott, T.","22.2065, 38.14267, 22.2065, 38.14267",2017-08-21T23:34:18Z,thomase,0,Point marking the modern location of the village that is probably to be associated with ancient Goura.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [22.2065, 38.14267]}",geonames-location-of-modern-kastro-ano-diakopto,precise,associated_modern,2100,-750,2018-06-08T12:02:34Z,/places/570166/geonames-location-of-modern-kastro-ano-diakopto,/places/570166,38.14267,"38.14267,22.2065",22.2065,,M,modern,"1700.0,2100.0",Geonames Location of Modern Kastro Ano Diakopto,6c9b8fda831342ca811d5b26beb5ad0c,,,,AFRICA,750,prehistory
"Becker, J.","11.52182, 43.89267, 11.52182, 43.89267",2018-11-20T22:52:18Z,jbecker,1,Location of the nearest modern settlement following coordinates derived from GeoNames.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [11.52182, 43.89267]}",geonames-location-of-dicomano,precise,associated_modern,2100,-750,2019-08-28T21:50:09Z,/places/116781940/geonames-location-of-dicomano,/places/116781940,43.89267,"43.89267,11.52182",11.52182,,M,modern,"1700.0,2100.0",GeoNames location of Dicomano,4957989009f64bf4ab1c272e6b1ef221,,,,AFRICA,750,prehistory
"Becker, J.","11.973172, 44.4077992, 11.973172, 44.4077992",2013-07-17T01:31:35Z,jbecker,4,Modern location based on OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [11.973172, 44.4077992]}",location-of-bagnacavallo,precise,associated_modern,2100,-750,2019-08-28T22:07:57Z,/places/65407105/location-of-bagnacavallo,/places/65407105,44.4077992,"44.4077992,11.973172",11.973172,,M,modern,"1700.0,2100.0",OSM location of modern Bagnacavallo,896edfdcb7b4ad4bdc5856f62f9d512f,,,,AFRICA,750,prehistory
"Becker, J.","12.1776114, 42.2564918, 12.1776114, 42.2564918",2020-03-05T15:28:36Z,jbecker,1,Associated modern location based on a node derived from OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [12.1776114, 42.2564918]}",osm-location-of-capranica,precise,associated_modern,2099,-720,2020-06-08T11:19:38Z,/places/687957706/osm-location-of-capranica,/places/687957706,42.2564918,"42.2564918,12.1776114",12.1776114,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Capranica,72551094db2f43e2851052e2fe2fadaf,,,,AFRICA,720,prehistory
"JesÃºs Redondo, M., J. Becker","-3.7883289, 37.7728858, -3.7883289, 37.7728858",2016-12-13T20:40:49Z,mjredondo,2,"Representative point location of modern JaÃ©n, Spain, derived from an OpenStreetMap node.",settlement-modern,"{""type"": ""Point"", ""coordinates"": [-3.7883289, 37.7728858]}",osm-location-of-jaa-c-n,precise,associated_modern,2100,-720,2020-11-24T22:07:51Z,/places/302942693/osm-location-of-jaa-c-n,/places/302942693,37.7728858,"37.7728858,-3.7883289",-3.7883289,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern JaÃ©n,6648ae55b7524142b3d4733f186ac7c0,,,,AFRICA,1050,prehistory
"Becker, J.","36.6471073, 35.440068, 36.6471073, 35.440068",2017-12-04T00:41:37Z,jbecker,1,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [36.6471073, 35.440068]}",osm-location-of-khan-shaykhun,precise,"representative,associated_modern",2100,-720,2017-12-04T00:44:51Z,/places/190803325/osm-location-of-khan-shaykhun,/places/190803325,35.440068,"35.440068,36.6471073",36.6471073,,M,modern,"1700.0,2100.0",OSM location of Khan Shaykhun,f6624ccf37a24a289bda51b788de089d,,,,AFRICA,750,prehistory
"Pearce, M., P. Tozzi, DARMC, R. Talbert, S. Gillies, T. Elliott, J. Becker","9.18806, 45.463746, 9.18806, 45.463746",2011-03-09T18:44:43Z,"M. Pearce, P. Tozzi",2,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.","settlement,urban,","{""type"": ""Point"", ""coordinates"": [9.18806, 45.463746]}",darmc-location-1704,precise,representative,640,-750,2018-06-07T20:52:19Z,/places/383706/darmc-location-1704,/places/383706,45.463746,"45.463746,9.18806",9.18806,,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 1704,85a4ac353af443649305f3c685171f51,,,,AFRICA,1050,prehistory
"Becker, J., E. Robinson","11.2230684, 43.3901051, 11.2230684, 43.3901051",2014-02-23T21:51:53Z,jbecker,4,Representative point derived from an OpenStreetMap node.,"settlement,settlement-modern,","{""type"": ""Point"", ""coordinates"": [11.2230684, 43.3901051]}",monteriggioni,precise,"representative,associated_modern,",2100,-750,2016-12-14T23:00:37Z,/places/303732808/monteriggioni,/places/303732808,43.3901051,"43.3901051,11.2230684",11.2230684,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern Monteriggioni ,6aa4a7fe14fa744c57c5d770be7e9f9b,,,,AFRICA,200,prehistory
"JesÃºs Redondo, M., J. Becker","-3.8212989, 37.4223592, -3.8212989, 37.4223592",2016-11-09T17:45:09Z,mjredondo,3,Representative location of the modern settlement based on a node derived from OpenStreetMap.,"settlement,settlement-modern","{""type"": ""Point"", ""coordinates"": [-3.8212989, 37.4223592]}",osm-location-of-mures,precise,associated_modern,2100,-750,2017-11-29T17:16:15Z,/places/378409584/osm-location-of-mures,/places/378409584,37.4223592,"37.4223592,-3.8212989",-3.8212989,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern Mures,80e103f8fc4545f484e7fd12416289e7,,,,AFRICA,720,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies","22.873608, 37.891953, 22.873608, 37.891953",2012-10-23T17:18:00Z,jahlfeldt,1,"Representative point location, site precision","settlement,sanctuary","{""type"": ""Point"", ""coordinates"": [22.873608, 37.891953]}",dare-location,precise,representative,300,-750,2018-06-08T00:50:57Z,/places/570059/dare-location,/places/570059,37.891953,"37.891953,22.873608",22.873608,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,f637e2498ca8c3a50efa593fc8caef4d,,,,AFRICA,200,prehistory
"Diffendale, D., J. Becker","8.5825356, 40.0154319, 8.5825356, 40.0154319",2015-02-15T05:55:51Z,diffenda,2,"Location of Nuraghe S'Urachi, based on Google Earth.","settlement,nuraghe,","{""type"": ""Point"", ""coordinates"": [8.5825356, 40.0154319]}",location-of-nuraghe-surachi,precise,representative,300,-750,2016-07-05T02:47:38Z,/places/774894386/location-of-nuraghe-surachi,/places/774894386,40.0154319,"40.0154319,8.5825356",8.5825356,,2EMACHR,"2nd-millenium-bce,early-geometric,middle-geometric,archaic,classical,hellenistic-republican,roman","-2000.0,300.0",Imagery location of Nuraghe S'Urachi,f0ccf664fcf4a8baa9165eb02a5b303d,,,,AFRICA,1390,prehistory
"Becker, J.","13.4119837, 42.082885, 13.4119837, 42.082885",2013-07-15T17:16:48Z,jbecker,4,The post-Roman settlement at Alba Fucens. Location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [13.4119837, 42.082885]}",location-of-borgo-medioevale,precise,"representative,",1453,-10000,2016-11-04T23:33:08Z,/places/48210385/location-of-borgo-medioevale,/places/48210385,42.082885,"42.082885,13.4119837",13.4119837,extant remains,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Borgo Medievale,3e81cf966a1407978021141372c3f921,,,,AFRICA,720,prehistory
"Luc PIROUX, J., S. Gillies","-0.6953, 38.2396, -0.6953, 38.2396",2011-11-10T19:01:11Z,jlpiroux,2,,"settlement,","{""type"": ""Point"", ""coordinates"": [-0.6953, 38.2396]}",center-point-of-visible-remains-ilici-1,precise,representative,640,-10000,2019-01-06T16:21:10Z,/places/265922/center-point-of-visible-remains-ilici-1,/places/265922,38.2396,"38.2396,-0.6953",-0.6953,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",Center point of visible remains - Ilici,3b1201a303c38be76345cda2c57786ea,,,,AFRICA,1050,prehistory
"Becker, J.","-3.7256823, 38.7606439, -3.7256823, 38.7606439",2014-07-20T02:37:31Z,jbecker,2,Representative location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-3.7256823, 38.7606439]}",osm-location,precise,representative,640,-6500,2018-09-25T22:06:13Z,/places/265990/osm-location,/places/265990,38.7606439,"38.7606439,-3.7256823",-3.7256823,,HL,"hellenistic-roman-early-empire,late-antique","-330.0,640.0","OSM location of Zuqueca, GranÃ¡tula de Calatrava",eed3cd487ecc2074fb248aec1d6b64a4,,,,AFRICA,1050,prehistory
"Becker, J.","-2.587019, 36.7920128, -2.587019, 36.7920128",2014-06-01T02:54:45Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-2.587019, 36.7920128]}",osm-location,precise,representative,300,-4000,2018-07-12T21:23:55Z,/places/266074/osm-location,/places/266074,36.7920128,"36.7920128,-2.587019",-2.587019,,R,roman,"-30.0,300.0",OSM location,12c39cf8ca7892de29beb675ab55f72a,,,,AFRICA,720,prehistory
"Becker, J.","-5.4111422, 35.5599615, -5.4111422, 35.5599615",2014-03-15T20:42:12Z,jbecker,2,Representative location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-5.4111422, 35.5599615]}",location-of-archaeological-area,precise,representative,640,-2000,2018-09-25T22:22:39Z,/places/275732/location-of-archaeological-area,/places/275732,35.5599615,"35.5599615,-5.4111422",-5.4111422,,HL,"hellenistic-roman-early-empire,late-antique","-330.0,640.0",OSM location of archaeological area,3f075a71918f79137bcd32ed892c5daf,,,,AFRICA,1390,prehistory
"Luc PIROUX, J., J. Becker, S. Gillies","-5.5548, 34.0725, -5.5548, 34.0725",2011-11-15T22:20:37Z,jlpiroux,2,coordinates after GeoHack.,"settlement,","{""type"": ""Point"", ""coordinates"": [-5.5548, 34.0725]}",center-point-of-visible-remains-volubilis,precise,representative,640,-2000,2020-06-19T17:08:18Z,/places/275740/center-point-of-visible-remains-volubilis,/places/275740,34.0725,"34.0725,-5.5548",-5.5548,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Center point of visible remains,c3fa6ef13fbd6340cc47fa44ce746558,,,,AFRICA,1390,prehistory
"Becker, J.","5.6240048, 45.3334775, 5.6240048, 45.3334775",2014-04-12T18:19:21Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [5.6240048, 45.3334775]}",osm-location,precise,representative,300,-750,2016-05-17T21:11:57Z,/places/237861811/osm-location,/places/237861811,45.3334775,"45.3334775,5.6240048",5.6240048,,R,roman,"-30.0,300.0",OSM location of archaeological site,d232c843005f79e9f8a53977bd73b3e6,,,,AFRICA,1050,prehistory
"Becker, J.","13.466667, 41.65, 13.466667, 41.65",2012-12-23T19:40:35Z,jbecker,0,verified in Google Earth 2012,"settlement,","{""type"": ""Point"", ""coordinates"": [13.466667, 41.65]}",location-of-boville-ernica,precise,representative,640,-750,2013-08-01T16:31:39Z,/places/998907993/location-of-boville-ernica,/places/998907993,41.65,"41.65,13.466667",13.466667,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",location of Boville Ernica,25c80b9d0fc6fc6793c1603d146db3f3,,,,AFRICA,1050,prehistory
"Becker, J.","14.333333, 41.166667, 14.333333, 41.166667",2012-12-23T22:50:27Z,jbecker,1,,"settlement,","{""type"": ""Point"", ""coordinates"": [14.333333, 41.166667]}",location-of-piana-di-monte-verna,precise,representative,-30,-750,2013-11-19T15:00:18Z,/places/262148219/location-of-piana-di-monte-verna,/places/262148219,41.166667,"41.166667,14.333333",14.333333,,ACH,"archaic,classical,hellenistic-republican","-750.0,-30.0",location of Piana di Monte Verna,5e153e217ed2f5c87238a5c1c25589ac,,,,AFRICA,1390,prehistory
"Becker, J.","2.8245405, 39.3976431, 2.8245405, 39.3976431",2013-07-17T18:39:12Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [2.8245405, 39.3976431]}",location-of-capocorb-vell,precise,representative,-1000,-750,2013-08-01T17:16:18Z,/places/828393338/location-of-capocorb-vell,/places/828393338,39.3976431,"39.3976431,2.8245405",2.8245405,,2,2nd-millenium-bce,"-2000.0,-1000.0",location of Capocorb Vell,e7c674581eaf732054ab4b858fae52d4,,,,AFRICA,1390,prehistory
"Becker, J.","32.828333, 37.6675, 32.828333, 37.6675",2012-11-30T16:01:26Z,jbecker,1,,"settlement,","{""type"": ""Point"", ""coordinates"": [32.828333, 37.6675]}",catalhoeyuk-approximate-centerpoint,precise,representative,-3300,-750,2016-07-02T15:46:18Z,/places/483473194/catalhoeyuk-approximate-centerpoint,/places/483473194,37.6675,"37.6675,32.828333",32.828333,UWHS,N,neolithic-eastern-med,"-10000.0,-3300.0",Ã‡atalhÃ¶yÃ¼k approximate centerpoint,344d47b87b1fe448ecdac48bce0dc510,,,,AFRICA,1050,prehistory
"Becker, J.","23.1245074, 38.6366677, 23.1245074, 38.6366677",2013-07-31T23:55:20Z,jbecker,2,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [23.1245074, 38.6366677]}",location-of-mitrou,precise,representative,-550,-750,2013-08-01T17:35:42Z,/places/645204824/location-of-mitrou,/places/645204824,38.6366677,"38.6366677,23.1245074",23.1245074,,2EA,"2nd-millenium-bce,early-geometric,archaic","-2000.0,-550.0",location of Mitrou,5f92c4d0b6115657e8dbb8732c796688,,,,AFRICA,420,prehistory
"Becker, J., R. Horne","59.5712429, 52.6498371, 59.5712429, 52.6498371",2013-12-30T00:18:25Z,jbecker,4,Representative location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [59.5712429, 52.6498371]}",location-of-arkaim,precise,,-1000,-750,2018-01-31T22:47:11Z,/places/565915542/location-of-arkaim,/places/565915542,52.6498371,"52.6498371,59.5712429",59.5712429,,32,"3rd-millennium-bc,2nd-millenium-bce","-3000.0,-1000.0",OSM location of Arkaim archaeological site,0a057d3c83bdde92ac55d2d72acc363b,,,,AFRICA,1390,prehistory
"Becker, J.","24.510628, 36.756783, 24.510628, 36.756783",2013-01-27T16:15:37Z,jbecker,0,verified in Google Earth 2013.,"settlement,","{""type"": ""Point"", ""coordinates"": [24.510628, 36.756783]}",location-of-phylakopi,precise,representative,-1000,-750,2013-01-29T22:58:08Z,/places/280341406/location-of-phylakopi,/places/280341406,36.756783,"36.756783,24.510628",24.510628,,NN2,"neolithic-eastern-med,neolithic-eastern-med,2nd-millenium-bce","-10000.0,-1000.0",location of Phylakopi,1f7ea71b8bc65007baf18775eac1e62b,,,,AFRICA,1050,prehistory
"Becker, J.","33.3810449, 34.746564, 33.3810449, 34.746564",2013-08-01T04:11:12Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [33.3810449, 34.746564]}",location-of-maroni,precise,representative,-1000,-750,2017-04-21T16:34:18Z,/places/380086882/location-of-maroni,/places/380086882,34.746564,"34.746564,33.3810449",33.3810449,,2,2nd-millenium-bce,"-2000.0,-1000.0",OSM location of Maroni Vournes,317c448247f99cc2384360fc892f4dc5,,,,AFRICA,750,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies, T. Elliott","5.123055, 43.550135, 5.123055, 43.550135",2011-11-03T12:30:00Z,jahlfeldt,4,Ruines de Constantine on the IGN maps,"settlement,","{""type"": ""Point"", ""coordinates"": [5.123055, 43.550135]}",center-point-of-archeological-site-constantine-commune-lancon-provence,precise,representative,300,-750,2014-03-22T16:59:36Z,/places/148060/center-point-of-archeological-site-constantine-commune-lancon-provence,/places/148060,43.550135,"43.550135,5.123055",5.123055,,R,roman,"-30.0,300.0","Center point of archaeological site Constantine, commune LanÃ§on-Provence",8c0a101e769e2d36c7d04403aeecc337,,,,AFRICA,1050,prehistory
"Becker, J.","5.438446, 43.5525311, 5.438446, 43.5525311",2013-07-03T03:11:04Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [5.438446, 43.5525311]}",location-of-oppidum-of-entremont,precise,representative,-30,-750,2013-07-08T15:05:54Z,/places/148073/location-of-oppidum-of-entremont,/places/148073,43.5525311,"43.5525311,5.438446",5.438446,,H,hellenistic-republican,"-330.0,-30.0",location of oppidum of Entremont,7123a3f79f5067c2d026e18982a88008,,,,AFRICA,750,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies, T. Elliott","4.559525, 44.077832, 4.559525, 44.077832",2011-11-14T13:53:44Z,jahlfeldt,4,A Gallo-Roman oppidum,"settlement,","{""type"": ""Point"", ""coordinates"": [4.559525, 44.077832]}",center-point-of-oppidum-saint-vincent-commune-gaujac,precise,representative,300,-750,2014-02-09T05:52:08Z,/places/148092/center-point-of-oppidum-saint-vincent-commune-gaujac,/places/148092,44.077832,"44.077832,4.559525",4.559525,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0","Center point of oppidum Saint-Vincent, commune Gaujac",af4b142a90b8c1189f494973ae3cc732,,,,AFRICA,750,prehistory
"Becker, J.","3.6149079, 43.4400454, 3.6149079, 43.4400454",2013-06-19T17:20:03Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [3.6149079, 43.4400454]}",location-of-gallo-roman-site-of-loupian,precise,representative,640,-750,2013-06-20T16:54:26Z,/places/148180/location-of-gallo-roman-site-of-loupian,/places/148180,43.4400454,"43.4400454,3.6149079",3.6149079,,RL,"roman,late-antique","-30.0,640.0",location of Gallo-Roman site of Loupian,f752ab0d3d24bde37efcea9247d23931,,,,AFRICA,1050,prehistory
"Ã…hlfeldt, J., S. Gillies","4.178358, 44.10189, 4.178358, 44.10189",2011-11-14T14:09:36Z,jahlfeldt,4,Archaeological remains of oppidum Vieille CitÃ©. Position indicated on Cartes IGN and confirmed by satellite image.,"settlement,","{""type"": ""Point"", ""coordinates"": [4.178358, 44.10189]}",position-of-oppidum-vieille-cite-commune-mons,precise,representative,300,-750,2014-03-22T20:31:53Z,/places/148229/position-of-oppidum-vieille-cite-commune-mons,/places/148229,44.10189,"44.10189,4.178358",4.178358,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0","Position of oppidum Vieille CitÃ©, commune Mons",c55895afd464481579b5ff38c93bc21f,,,,AFRICA,750,prehistory
"Costa, S., S. Gillies","7.625772, 43.789146, 7.625772, 43.789146",2012-07-06T19:02:22Z,scosta,4,The area where the archaeological remains of the Roman city have been excavated since the late nineteenth century.,"settlement,","{""type"": ""Point"", ""coordinates"": [7.625772, 43.789146]}",archaeological-remains,precise,representative,640,-750,2018-06-07T20:49:30Z,/places/157802/archaeological-remains,/places/157802,43.789146,"43.789146,7.625772",7.625772,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",location of archaeological area,6fafd79f3a4183c79473dbfafb6dd15c,,,,AFRICA,1050,prehistory
"Becker, J.","32.9906262, 34.5705294, 32.9906262, 34.5705294",2014-02-01T15:50:07Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [32.9906262, 34.5705294]}",location-of-archaeological-area,precise,representative,-3300,-750,2016-05-21T10:34:00Z,/places/751079112/location-of-archaeological-area,/places/751079112,34.5705294,"34.5705294,32.9906262",32.9906262,,N,neolithic-eastern-med,"-10000.0,-3300.0",OSM location of Aetokremnos,dc11786cd3dcea57108a72c331373512,,,,AFRICA,1050,prehistory
"Ã…hlfeldt, J.","6.940044, 48.326764, 6.940044, 48.326764",2012-03-19T10:22:01Z,jahlfeldt,1,"Camp celtique de la Bure, commune Saint-DiÃ©-des-Vosges, dÃ©partement Vosges.","settlement,","{""type"": ""Point"", ""coordinates"": [6.940044, 48.326764]}",location-of-the-oppidum,precise,representative,640,-750,2017-10-27T18:39:42Z,/places/133577441/location-of-the-oppidum,/places/133577441,48.326764,"48.326764,6.940044",6.940044,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Location of the oppidum,58edc3c9d82c3d69496056ab7359307e,,,,AFRICA,720,prehistory
"Deblauwe, F., J. Becker","45.996022, 30.817254, 45.996022, 30.817254",2013-01-30T23:15:48Z,fdeblauwe,2,Location after BAtlas; verified in Google Earth 2013.,"settlement,","{""type"": ""Point"", ""coordinates"": [45.996022, 30.817254]}",centerpoint-of-main-tell-of-eridu,precise,representative,-3800,-750,2013-03-14T11:43:10Z,/places/912845/centerpoint-of-main-tell-of-eridu,/places/912845,30.817254,"30.817254,45.996022",45.996022,,U,ubaid,"-6500.0,-3800.0",centerpoint of main tell of Eridu,c53d0aefe08f74803f006ef549ac0a9e,,,,AFRICA,1390,prehistory
"Becker, J., R. Horne","46.175712, 31.576909, 46.175712, 31.576909",2014-10-11T17:35:34Z,jbecker,2,Representative location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [46.175712, 31.576909]}",osm-location,precise,,-2350,-750,2016-07-25T15:47:16Z,/places/912855/osm-location,/places/912855,31.576909,"31.576909,46.175712",46.175712,,E,early-dynastic-mesopotamia,"-2950.0,-2350.0",OSM location of Girsu (Tell Telloh),3e8801e614367a481a969fd9def3915e,,,,AFRICA,420,prehistory
"Becker, J.","47.7010833, 30.7826951, 47.7010833, 30.7826951",2014-11-22T05:38:55Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [47.7010833, 30.7826951]}",osm-location,precise,representative,640,-750,2018-09-25T21:36:52Z,/places/912899/osm-location,/places/912899,30.7826951,"30.7826951,47.7010833",47.7010833,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location,88427f4d8ccc8eb87fa57523e30f1bb8,,,,AFRICA,750,prehistory
"Becker, J.","-8.7617788, 41.5559156, -8.7617788, 41.5559156",2015-03-12T01:13:56Z,jbecker,5,Representative location of archaeological site of Castro de SÃ£o LourenÃ§o based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [-8.7617788, 41.5559156]}",osm-location,precise,representative,300,-750,2018-07-17T19:43:50Z,/places/175451017/osm-location,/places/175451017,41.5559156,"41.5559156,-8.7617788",-8.7617788,,HR,"hellenistic-republican,roman","-330.0,300.0",OSM location of Castro de SÃ£o LourenÃ§o,83a833b00e9ca49a51cc5a44af8a6a01,,,,AFRICA,720,prehistory
"Becker, J.","0.2340337, 47.6621772, 0.2340337, 47.6621772",2013-06-19T19:50:07Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [0.2340337, 47.6621772]}",location-of-cherre-archaeological-site,precise,representative,300,-750,2013-06-20T16:46:56Z,/places/492111677/location-of-cherre-archaeological-site,/places/492111677,47.6621772,"47.6621772,0.2340337",0.2340337,,R,roman,"-30.0,300.0",location of CherrÃ© (archaeological site),0756ce2cf5bed3d4fed5e49395a03523,,,,AFRICA,750,prehistory
"Becker, J.","10.5907972, 46.6717094, 10.5907972, 46.6717094",2014-06-06T01:41:19Z,jbecker,2,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [10.5907972, 46.6717094]}",osm-location,precise,"representative,",-550,-750,2018-07-17T19:44:09Z,/places/653538433/osm-location,/places/653538433,46.6717094,"46.6717094,10.5907972",10.5907972,,2A,"2nd-millenium-bce,archaic","-2000.0,-550.0",OSM location of Ganglegg,0d82c42b0e4adaf0681653c07442ac29,,,,AFRICA,750,prehistory
"Becker, J.","8.997715, 39.730975, 8.997715, 39.730975",2013-01-23T05:57:40Z,jbecker,2,verified in Google Earth 2013.,"settlement,","{""type"": ""Point"", ""coordinates"": [8.997715, 39.730975]}",location-of-nuraghe-bruncu-maduli-o-bruncu-madugui,precise,representative,-1000,-750,2016-07-06T00:09:13Z,/places/835247251/location-of-nuraghe-bruncu-maduli-o-bruncu-madugui,/places/835247251,39.730975,"39.730975,8.997715",8.997715,,2,2nd-millenium-bce,"-2000.0,-1000.0",Imagery location of Nuraghe Bruncu Maduli o Bruncu Madugui,1e351ac1f49af04e8a8f9c238f968bbc,,,,AFRICA,1050,prehistory
